1,1,72581
1,2,72748
1,3,72599
1,4,72594
1,5,72716
1,6,72582
1,7,72707
1,8,72753
1,9,72821
1,10,72634
1,11,72643
1,12,72710
1,13,72709
1,14,72827
1,15,72862
1,16,72807
1,17,72711
1,18,72970
1,19,72924
1,20,72869
1,21,72803
1,22,72825
1,23,72941
1,24,72858
1,25,72730
1,26,72918
1,27,72832
1,28,72795
1,29,72778
1,30,72825
1,31,72688
1,32,72797
1,33,72809
1,34,72746
1,35,72738
1,36,72734
1,37,72814
1,38,72759
1,39,72793
1,40,72800
1,41,72754
1,42,72823
1,43,72983
1,44,73081
1,45,72995
1,46,72905
1,47,72832
1,48,72900
1,49,72931
1,50,72878
1,51,72791
1,52,72890
1,53,72918
1,54,73057
1,55,72964
1,56,72999
1,57,73110
1,58,73105
1,59,73002
1,60,72817
1,61,72957
1,62,72999
1,63,72954
1,64,72954
1,65,73023
1,66,73054
1,67,72891
1,68,72930
1,69,72979
1,70,73046
1,71,72930
1,72,73086
1,73,73093
1,74,73536
1,75,73138
1,76,72972
1,77,73128
1,78,72900
1,79,73040
1,80,73003
1,81,73120
1,82,73151
1,83,72979
1,84,73176
1,85,72939
1,86,72953
1,87,73217
1,88,73161
1,89,73108
1,90,73223
1,91,73168
1,92,73231
1,93,73294
1,94,73231
1,95,73339
1,96,73301
1,97,73476
1,98,73389
1,99,73543
1,100,73492
1,101,73819
1,102,74145
1,103,74149
1,104,74306
1,105,74292
1,106,74462
1,107,74679
1,108,74808
1,109,74900
1,110,74977
1,111,74935
1,112,74920
1,113,75076
1,114,75003
1,115,75011
1,116,74970
1,117,75222
1,118,75066
1,119,75255
1,120,75424
1,121,75429
1,122,75178
1,123,75441
1,124,75482
1,125,75563
1,126,75641
1,127,75674
1,128,75796
1,129,75574
1,130,75407
1,131,75347
1,132,75183
1,133,75501
1,134,75689
1,135,75508
1,136,75424
1,137,75349
1,138,75415
1,139,75276
1,140,75190
1,141,75345
1,142,75318
1,143,75603
1,144,75508
1,145,75557
1,146,75654
1,147,75796
1,148,75968
1,149,76120
1,150,76266
1,151,76493
1,152,76658
1,153,76705
1,154,77296
1,155,77294
1,156,77569
1,157,77830
1,158,78439
1,159,78589
1,160,78802
1,161,79385
1,162,79902
1,163,80049
1,164,80625
1,165,81132
1,166,81668
1,167,82114
1,168,82670
1,169,83471
1,170,84173
1,171,85386
1,172,86502
1,173,87078
1,174,88253
1,175,90098
1,176,92616
1,177,94588
1,178,96703
1,179,100653
1,180,105626
1,181,110469
1,182,116345
1,183,129530
1,184,157695
1,185,196664
1,186,228365
1,187,272778
1,188,400193
1,189,663307
1,190,815341
1,191,951724
1,192,1.22787e+006
1,193,1.70109e+006
1,194,1.96438e+006
1,195,2.23097e+006
1,196,2.49843e+006
1,197,2.36231e+006
1,198,2.01495e+006
1,199,1.92189e+006
1,200,1.905e+006
1,201,1.88503e+006
1,202,1.81432e+006
1,203,1.63934e+006
1,204,1.28657e+006
1,205,883608
1,206,535505
1,207,309069
1,208,203393
1,209,160626
1,210,141863
1,211,130485
1,212,119606
1,213,112180
1,214,102949
1,215,95566
1,216,93105
1,217,90427
1,218,89743
1,219,89170
1,220,88601
1,221,89881
1,222,91029
1,223,91814
1,224,91664
1,225,92230
1,226,93036
1,227,92205
1,228,90058
1,229,87760
1,230,85549
1,231,83418
1,232,82545
1,233,82059
1,234,82449
1,235,82401
1,236,82662
1,237,82802
1,238,82764
1,239,82678
1,240,82407
1,241,82915
1,242,82213
1,243,82209
1,244,82080
1,245,81391
1,246,81297
1,247,81172
1,248,81165
1,249,81315
1,250,81792
1,251,82223
1,252,82501
1,253,82480
1,254,81941
1,255,81235
1,256,80720
1,257,80293
1,258,79700
1,259,79429
1,260,79193
1,261,79145
1,262,79005
1,263,78968
1,264,78708
1,265,78497
1,266,78143
1,267,77902
1,268,78039
1,269,78035
1,270,78132
1,271,78145
1,272,78302
1,273,78240
1,274,78360
1,275,78624
1,276,78109
1,277,78157
1,278,77993
1,279,77771
1,280,77484
1,281,77567
1,282,77348
1,283,77379
1,284,77627
1,285,77315
1,286,77594
1,287,77950
1,288,77851
1,289,78170
1,290,78237
1,291,78457
1,292,78392
1,293,78523
1,294,78958
1,295,79155
1,296,79187
1,297,79519
1,298,79737
1,299,79565
1,300,79617
1,301,79663
1,302,79596
1,303,78966
1,304,78721
1,305,79164
1,306,78374
1,307,78421
1,308,78419
1,309,78092
1,310,78290
1,311,78632
1,312,78447
1,313,78691
1,314,79294
1,315,79338
1,316,79403
1,317,79170
1,318,79367
1,319,79488
1,320,79627
1,321,79649
1,322,79648
1,323,79710
1,324,80146
1,325,79955
1,326,80446
1,327,80689
1,328,80832
1,329,81145
1,330,81666
1,331,81827
1,332,82857
1,333,83291
1,334,83760
1,335,83347
1,336,83115
1,337,83644
1,338,82808
1,339,82408
1,340,82479
1,341,82426
1,342,81213
1,343,80801
1,344,80205
1,345,79868
1,346,79489
1,347,78952
1,348,78857
1,349,78496
1,350,78093
1,351,77802
1,352,77550
1,353,77474
1,354,77255
1,355,77437
1,356,77005
1,357,76978
1,358,76950
1,359,76740
1,360,76616
1,361,77120
1,362,76544
1,363,76548
1,364,76585
1,365,76484
1,366,76500
1,367,76361
1,368,76467
1,369,76453
1,370,76401
1,371,76538
1,372,76507
1,373,76559
1,374,76676
1,375,76615
1,376,76667
1,377,76711
1,378,76691
1,379,76690
1,380,76689
1,381,76757
1,382,76522
1,383,76845
1,384,76693
1,385,76896
1,386,76996
1,387,76777
1,388,77030
1,389,77042
1,390,77246
1,391,77357
1,392,77278
1,393,77089
1,394,77087
1,395,77058
1,396,77083
1,397,76944
1,398,76921
1,399,76983
1,400,77134
1,401,77168
1,402,77201
1,403,77570
1,404,77554
1,405,77606
1,406,77972
1,407,78078
1,408,78184
1,409,77963
1,410,78241
1,411,78406
1,412,78637
1,413,78635
1,414,78882
1,415,78903
1,416,79003
1,417,78884
1,418,78768
1,419,78911
1,420,78909
1,421,79049
1,422,79029
1,423,78728
1,424,78792
1,425,78607
1,426,78475
1,427,78637
1,428,78384
1,429,78529
1,430,78344
1,431,78073
1,432,77958
1,433,77831
1,434,77937
1,435,77846
1,436,77718
1,437,77608
1,438,77576
1,439,77429
1,440,77501
1,441,77625
1,442,77472
1,443,77537
1,444,77441
1,445,77374
1,446,77306
1,447,77407
1,448,77350
1,449,77256
1,450,77227
1,451,77473
1,452,77358
1,453,77471
1,454,77168
1,455,77365
1,456,77267
1,457,77164
1,458,77193
1,459,77357
1,460,77248
1,461,77577
1,462,77466
1,463,77250
1,464,77334
1,465,77447
1,466,77253
1,467,77250
1,468,77163
1,469,77217
1,470,77250
1,471,77203
1,472,76981
1,473,77107
1,474,77091
1,475,76968
1,476,76986
1,477,77241
1,478,77100
1,479,76975
1,480,77132
1,481,77217
1,482,77194
1,483,77093
1,484,77094
1,485,77129
1,486,77115
1,487,77047
1,488,76950
1,489,77036
1,490,77022
1,491,77095
1,492,77141
1,493,76859
1,494,77216
1,495,76710
1,496,76577
1,497,76352
1,498,76560
1,499,76226
1,500,76288
1,501,76196
1,502,76311
1,503,76455
1,504,76243
1,505,76410
1,506,76454
1,507,76341
1,508,76605
1,509,76356
1,510,76587
1,511,76430
1,512,76518
1,513,76518
1,514,76639
1,515,76577
1,516,76486
1,517,76801
1,518,76580
1,519,76714
1,520,76825
1,521,76628
1,522,77176
1,523,76939
1,524,76853
1,525,76838
1,526,76749
1,527,76419
1,528,76465
1,529,76466
1,530,76476
1,531,76525
1,532,76358
1,533,76493
1,534,76623
1,535,76927
1,536,76769
1,537,76872
1,538,76842
1,539,77137
1,540,77012
1,541,77103
1,542,77086
1,543,76907
1,544,76725
1,545,76695
1,546,76777
1,547,76579
1,548,76657
1,549,76546
1,550,76629
1,551,76641
1,552,76623
1,553,76600
1,554,76544
1,555,76599
1,556,76558
1,557,76552
1,558,76595
1,559,76621
1,560,76559
1,561,76399
1,562,76649
1,563,76565
1,564,76608
1,565,76556
1,566,76409
1,567,76597
1,568,76592
1,569,76604
1,570,76707
1,571,76780
1,572,76694
1,573,76713
1,574,76873
1,575,76878
1,576,76925
1,577,76861
1,578,76719
1,579,76878
1,580,76873
1,581,76752
1,582,76729
1,583,76817
1,584,76874
1,585,77002
1,586,76904
1,587,76863
1,588,76779
1,589,76795
1,590,76783
1,591,76903
1,592,76760
1,593,76767
1,594,76814
1,595,76745
1,596,76758
1,597,76812
1,598,76677
1,599,76807
1,600,77020
1,601,76841
1,602,76927
1,603,76984
1,604,76946
1,605,76800
1,606,77049
1,607,76974
1,608,77093
1,609,77188
1,610,77109
1,611,77112
1,612,77077
1,613,77146
1,614,77093
1,615,77212
1,616,77298
1,617,77272
1,618,77358
1,619,77330
1,620,77188
1,621,77293
1,622,77294
1,623,77221
1,624,77363
1,625,77299
1,626,77761
1,627,77378
1,628,77454
1,629,77576
1,630,77697
1,631,77569
1,632,77653
1,633,77704
1,634,77693
1,635,77918
1,636,77958
1,637,78042
1,638,78258
1,639,78402
1,640,78511
1,641,78868
1,642,79259
1,643,79829
1,644,80097
1,645,81096
1,646,81908
1,647,83177
1,648,85157
1,649,87389
1,650,89555
1,651,92360
1,652,94949
1,653,97753
1,654,100052
1,655,102032
1,656,103269
1,657,104582
1,658,105701
1,659,106563
1,660,106675
1,661,106949
1,662,105949
1,663,105168
1,664,103019
1,665,100201
1,666,97218
1,667,93964
1,668,90816
1,669,88144
1,670,85933
1,671,84016
1,672,82575
1,673,81480
1,674,80539
1,675,80136
1,676,79482
1,677,79454
1,678,79111
1,679,78940
1,680,79012
1,681,81055
1,682,78371
1,683,78391
1,684,78176
1,685,78315
1,686,77868
1,687,78038
1,688,78144
1,689,77895
1,690,77881
1,691,77886
1,692,77953
1,693,77759
1,694,77763
1,695,77859
1,696,77572
1,697,77697
1,698,77682
1,699,77678
1,700,77592
1,701,77464
1,702,77727
1,703,77673
1,704,77681
1,705,77797
1,706,77699
1,707,77943
1,708,77713
1,709,77671
1,710,77696
1,711,77682
1,712,77705
1,713,77838
1,714,77885
1,715,77920
1,716,77670
1,717,78020
1,718,77914
1,719,78066
1,720,78164
1,721,78182
1,722,78376
1,723,78561
1,724,78458
1,725,78634
1,726,78535
1,727,78733
1,728,78707
1,729,78866
1,730,78824
1,731,78898
1,732,79174
1,733,79181
1,734,79281
1,735,79399
1,736,79511
1,737,79669
1,738,79762
1,739,80010
1,740,80343
1,741,80644
1,742,81111
1,743,81519
1,744,81886
1,745,82750
1,746,83429
1,747,83782
1,748,84492
1,749,85303
1,750,86238
1,751,87150
1,752,87804
1,753,88719
1,754,89344
1,755,89930
1,756,90253
1,757,90426
1,758,90668
1,759,90521
1,760,90392
1,761,89991
1,762,89359
1,763,88925
1,764,88411
1,765,87855
1,766,87204
1,767,86808
1,768,86541
1,769,86555
1,770,86358
1,771,86812
1,772,87014
1,773,87480
1,774,88091
1,775,88548
1,776,89198
1,777,89962
1,778,90824
1,779,91467
1,780,92328
